1305,1320,0,1
1305,1391,0,1
1320,1391,0,1
1332,1352,0,1
1305,1320,20,2
1305,1391,20,2
1320,1391,20,2
1332,1352,20,2
1363,1365,20,2
1363,1365,40,3
1332,1352,40,3
1327,1391,40,3
1320,1391,40,3
1305,1320,40,3
1305,1391,40,3
1305,1327,40,3
1320,1327,40,3
1332,1352,60,4
1320,1391,60,4
1305,1320,60,4
1305,1391,60,4
1305,1320,80,5
1305,1391,80,5
1320,1391,80,5
1332,1352,80,5
1363,1365,80,5
1363,1374,80,5
1365,1374,80,5
1305,1320,100,6
1305,1391,100,6
1320,1391,100,6
1332,1352,100,6
1365,1374,100,6
1332,1352,120,7
1320,1391,120,7
1305,1391,120,7
1305,1320,120,7
1305,1320,140,8
1305,1391,140,8
1320,1391,140,8
1327,1399,140,8
1332,1352,140,8
1374,1391,160,9
1332,1352,160,9
1327,1391,160,9
1327,1374,160,9
1320,1391,160,9
1365,1373,160,9
1320,1327,160,9
1305,1391,160,9
1305,1374,160,9
1305,1327,160,9
1305,1320,160,9
1320,1374,160,9
1365,1373,180,10
1320,1391,180,10
1332,1352,180,10
1305,1320,180,10
1238,1246,180,10
1305,1391,180,10
1305,1320,200,11
1305,1391,200,11
1320,1391,200,11
1332,1352,200,11
1332,1352,220,12
1305,1320,220,12
1305,1391,220,12
1320,1391,220,12
1327,1399,220,12
1363,1365,240,13
1320,1391,240,13
1305,1320,240,13
1305,1391,240,13
1305,1320,260,14
1305,1391,260,14
1320,1391,260,14
1332,1352,260,14
1305,1320,280,15
1305,1391,280,15
1320,1391,280,15
1332,1352,280,15
1363,1365,280,15
1363,1374,280,15
1365,1374,280,15
1365,1374,300,16
1363,1374,300,16
1363,1365,300,16
1320,1391,300,16
1305,1391,300,16
1305,1320,300,16
1332,1352,300,16
1305,1320,320,17
1305,1327,320,17
1305,1391,320,17
1320,1327,320,17
1320,1391,320,17
1327,1391,320,17
1332,1352,320,17
1363,1365,320,17
1363,1374,320,17
1365,1374,320,17
1332,1352,340,18
1320,1391,340,18
1363,1365,340,18
1305,1320,340,18
1305,1391,340,18
1391,1399,360,19
1363,1374,360,19
1365,1374,360,19
1363,1365,360,19
1305,1320,360,19
1320,1391,360,19
1305,1399,360,19
1305,1391,360,19
1320,1399,360,19
1238,1246,380,20
1305,1320,380,20
1305,1391,380,20
1305,1399,380,20
1320,1391,380,20
1320,1399,380,20
1332,1352,380,20
1365,1374,380,20
1391,1399,380,20
1332,1352,400,21
1320,1391,400,21
1305,1391,400,21
1305,1320,400,21
1238,1246,420,22
1305,1320,420,22
1305,1391,420,22
1320,1391,420,22
1332,1352,420,22
1365,1374,420,22
1363,1365,440,23
1305,1320,440,23
1305,1391,440,23
1320,1391,440,23
1332,1352,440,23
