100,106,1246360340,2457
100,106,1246360360,2458
100,112,1246466720,5207
10,101,1246442280,4044
10,101,1246442900,4075
10,11,1246363860,2633
10,113,1246452060,4527
10,113,1246452080,4528
10,113,1246452100,4529
10,113,1246452120,4530
10,113,1246458780,4826
10,113,1246458800,4827
10,113,1246458820,4828
10,113,1246458840,4829
10,12,1246344160,1972
10,12,1246352060,2135
10,12,1246362520,2566
10,14,1246295500,1746
10,14,1246437220,3793
10,14,1246437300,3797
10,14,1246442320,4046
10,14,1246449400,4394
10,14,1246449420,4395
10,14,1246449440,4396
10,14,1246449480,4398
10,14,1246449540,4401
10,14,1246449560,4402
10,14,1246449580,4403
10,14,1246449600,4404
10,14,1246449640,4406
10,14,1246449700,4409
10,14,1246449720,4410
10,14,1246449740,4411
10,14,1246449760,4412
10,14,1246449920,4420
10,14,1246449940,4421
10,14,1246449960,4422
10,14,1246449980,4423
10,14,1246450000,4424
10,14,1246450020,4425
10,14,1246450040,4426
10,14,1246450060,4427
10,14,1246450080,4428
10,14,1246450100,4429
10,14,1246450120,4430
10,14,1246450140,4431
10,14,1246450160,4432
10,14,1246450200,4434
10,14,1246450220,4435
10,14,1246450240,4436
10,14,1246450260,4437
10,14,1246450280,4438
10,14,1246450300,4439
10,14,1246450320,4440
10,14,1246450380,4443
10,14,1246450400,4444
10,14,1246450540,4451
10,14,1246450600,4454
10,14,1246450760,4462
10,14,1246450800,4464
10,14,1246450860,4467
10,14,1246450880,4468
10,14,1246450900,4469
10,14,1246450920,4470
10,14,1246450940,4471
10,14,1246450960,4472
10,14,1246450980,4473
10,14,1246451060,4477
10,14,1246451100,4479
10,14,1246451120,4480
10,14,1246451140,4481
10,14,1246451160,4482
10,14,1246451180,4483
10,14,1246451200,4484
10,14,1246451220,4485
10,14,1246451240,4486
10,14,1246451260,4487
10,14,1246451340,4491
10,14,1246451460,4497
10,14,1246451480,4498
10,14,1246451500,4499
10,14,1246451580,4503
10,14,1246451600,4504
10,14,1246451620,4505
10,14,1246451660,4507
10,14,1246451780,4513
10,14,1246451800,4514
10,14,1246466980,5220
10,14,1246467000,5221
10,16,1246260700,268
10,16,1246264000,429
10,16,1246264020,430
10,16,1246269560,614
10,16,1246270840,676
10,16,1246277540,956
10,16,1246277560,957
10,16,1246277580,958
10,16,1246341800,1880
10,16,1246341840,1882
10,16,1246342100,1886
